Survived,Pclass,SibSp,Parch,Fare,Title,FamilySize,C,Q,S,female,male,Age
1,3,0,2,22.025,1,3,0,0,1,1,0,0.04498617743151546
1,1,1,1,79.65,0,3,0,0,1,1,0,0.4847951746670017
1,3,0,0,7.2292,0,1,1,0,0,0,1,0.3672039796007691
0,3,3,1,25.4667,2,5,0,0,1,0,1,0.3672039796007691
1,1,0,0,26.55,0,1,0,0,1,0,1,0.4219653179190751
0,1,1,0,53.1,0,2,0,0,1,0,1,0.4596632319678311
1,3,0,2,15.2458,0,3,1,0,0,1,0,0.35913546117114853
0,3,0,0,8.05,0,1,0,0,1,0,1,0.37170143252073384
1,1,1,0,76.7292,0,2,1,0,0,0,1,0.5978889168132697
0,1,0,1,29.7,0,2,1,0,0,0,1,0.4596632319678311
1,1,0,0,69.3,1,1,1,0,0,1,0,0.2963056044232219
1,1,0,2,164.8667,1,3,0,0,1,1,0,0.38426740387031916
0,3,0,0,7.775,0,1,0,0,1,0,1,0.32143754712239253
0,3,3,1,25.4667,1,5,0,0,1,1,0,0.3672039796007691
1,3,1,0,14.4542,0,2,1,0,0,1,0,0.18321186227695402
1,3,0,0,7.1417,0,1,0,0,1,0,1,0.2963056044232219
0,3,0,0,8.05,0,1,0,0,1,0,1,0.3672039796007691
0,3,1,0,15.55,0,2,0,0,1,0,1,0.4470972606182458
0,3,0,0,7.05,0,1,0,0,1,0,1,0.3088715757728072
0,1,0,0,0.0,0,1,0,0,1,0,1,0.4847951746670017
1,1,1,0,227.525,0,2,1,0,0,1,0,0.22090977632571
1,2,0,1,23.0,1,2,0,0,1,1,0,0.22090977632571
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.3672039796007691
1,1,0,0,227.525,1,1,1,0,0,1,0,0.5224930887157577
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.34656948982156316
0,3,0,0,8.6625,0,1,0,0,1,0,1,0.20834380497612465
0,3,4,1,29.125,2,6,0,1,0,0,1,0.04498617743151546
1,1,1,1,134.5,0,3,1,0,0,1,0,0.49736114601658704
0,3,4,1,29.125,2,6,0,1,0,0,1,0.09525006282985675
0,2,0,0,13.0,0,1,0,0,1,0,1,0.6230208595124404
0,1,0,0,30.0,0,1,0,0,1,0,1,0.35913546117114853
1,1,0,0,35.5,0,1,0,0,1,0,1,0.34656948982156316
0,3,0,2,14.5,0,3,0,0,1,0,1,0.5036441316913798
0,3,0,0,7.225,0,1,1,0,0,0,1,0.5664739884393064
0,3,0,0,7.05,0,1,0,0,1,0,1,0.4345312892686604
1,3,0,0,56.4958,0,1,0,0,1,0,1,0.3672039796007691
1,3,1,0,17.4,0,2,0,0,1,1,0,0.4470972606182458
1,3,0,0,56.4958,0,1,0,0,1,0,1,0.3672039796007691
1,1,0,0,512.3292,0,1,1,0,0,0,1,0.4345312892686604
0,3,0,0,8.05,0,1,0,0,1,0,1,0.24604171902488062
0,1,1,0,82.1708,0,2,1,0,0,0,1,0.34656948982156316
1,3,0,2,20.525,2,3,0,0,1,0,1,0.10781603417944208
1,1,1,0,55.9,0,2,0,0,1,1,0,0.4847951746670017
0,3,0,0,8.6625,0,1,0,0,1,0,1,0.24604171902488062
1,3,2,1,19.2583,1,4,1,0,0,1,0,0.0041467705453631576
0,3,0,0,7.75,0,1,0,1,0,0,1,0.3672039796007691
0,3,1,1,20.2125,0,3,0,0,1,0,1,0.22090977632571
1,2,0,0,13.0,1,1,0,0,1,1,0,0.4219653179190751
0,3,0,0,6.75,1,1,0,1,0,1,0,0.22090977632571
0,3,0,0,8.05,0,1,0,0,1,0,1,0.3672039796007691
1,3,0,0,8.05,0,1,0,0,1,0,1,0.2334757476752953
0,3,1,0,7.0542,0,2,0,0,1,0,1,0.20834380497612465
0,2,0,0,10.5,0,1,0,0,1,0,1,0.4345312892686604
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.2837396330736366
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.3672039796007691
0,2,0,0,0.0,0,1,0,0,1,0,1,0.3672039796007691
0,2,1,1,26.25,0,3,0,0,1,0,1,0.38426740387031916
0,2,1,2,27.75,0,4,0,0,1,0,1,0.4470972606182458
0,3,0,0,7.7958,0,1,0,0,1,0,1,0.2711736617240512
1,3,2,0,23.25,1,3,0,1,0,1,0,0.3672039796007691
0,3,1,0,7.8542,0,2,0,0,1,0,1,0.32143754712239253
0,3,0,0,7.25,0,1,0,0,1,0,1,0.37170143252073384
0,3,0,0,7.8542,0,1,0,0,1,0,1,0.2586076903744659
1,1,1,0,113.275,1,2,1,0,0,1,0,0.2837396330736366
1,1,0,2,110.8833,0,3,1,0,0,0,1,0.20834380497612465
0,2,0,0,13.0,0,1,0,0,1,0,1,0.37170143252073384
1,1,1,0,56.9292,4,2,1,0,0,0,1,0.610454888162855
1,1,0,0,26.55,0,1,0,0,1,0,1,0.3672039796007691
1,1,1,0,53.1,0,2,0,0,1,0,1,0.33400351847197784
0,3,0,0,7.75,1,1,0,1,0,1,0,0.2586076903744659
0,3,0,0,7.925,1,1,0,0,1,1,0,0.2837396330736366
0,2,1,1,39.0,0,3,0,0,1,0,1,0.7486805730082936
0,3,1,0,7.925,1,2,0,0,1,1,0,0.3088715757728072
0,3,1,0,9.475,0,2,0,0,1,1,0,0.49736114601658704
0,3,0,0,8.6625,0,1,0,0,1,0,1,0.3672039796007691
0,3,0,2,20.2125,0,3,0,0,1,1,0,0.5099271173661725
1,3,0,0,7.65,1,1,0,0,1,1,0,0.2586076903744659
0,3,1,0,6.4958,0,2,0,0,1,0,1,0.22090977632571
0,2,0,0,13.0,0,1,0,0,1,0,1,0.22090977632571
0,3,8,2,69.55,1,11,0,0,1,1,0,0.3672039796007691
0,3,0,0,18.7875,0,1,1,0,0,0,1,0.1329479768786127
1,3,0,1,12.475,0,2,0,0,1,1,0,0.33400351847197784
0,3,0,0,0.0,0,1,0,0,1,0,1,0.4470972606182458
0,1,0,0,0.0,0,1,0,0,1,0,1,0.3672039796007691
1,3,0,0,7.7333,1,1,0,1,0,1,0,0.3672039796007691
1,3,0,0,12.475,1,1,0,0,1,1,0,0.37170143252073384
0,2,0,0,0.0,0,1,0,0,1,0,1,0.3672039796007691
0,3,0,0,14.5,0,1,0,0,1,0,1,0.3672039796007691
0,3,0,0,7.25,0,1,0,0,1,0,1,0.5853229454636844
1,1,1,0,89.1042,0,2,1,0,0,0,1,0.610454888162855
0,2,0,0,15.0,0,1,0,0,1,0,1,0.5853229454636844
0,3,0,0,7.225,0,1,1,0,0,0,1,0.3672039796007691
0,2,0,0,13.0,0,1,0,0,1,0,1,0.648152802211611
0,3,1,0,14.4542,0,2,1,0,0,0,1,0.32143754712239253
0,3,0,0,9.5875,1,1,0,0,1,1,0,0.4596632319678311
0,2,0,0,13.0,0,1,0,0,1,0,1,0.33400351847197784
0,1,1,1,71.0,3,3,0,0,1,0,1,0.8743402865041467
1,2,1,1,32.5,0,3,0,0,1,1,0,0.4219653179190751
0,3,0,0,8.6625,0,1,0,0,1,0,1,0.2586076903744659
1,2,0,0,13.0,0,1,0,0,1,1,0,0.39683337521990447
1,2,0,0,13.0,0,1,0,0,1,1,0,0.4470972606182458
1,3,0,0,7.7958,0,1,0,0,1,0,1,0.2586076903744659
1,3,0,1,12.475,2,2,0,0,1,0,1,0.0701181201306861
0,1,0,0,26.55,0,1,0,0,1,0,1,0.7738125157074642
1,1,0,1,83.1583,0,2,1,0,0,1,0,0.6984166876099522
1,1,0,1,55.0,0,2,0,0,1,1,0,0.3672039796007691
1,1,0,0,27.7208,0,1,1,0,0,1,0,0.5476250314149284
1,1,0,0,30.5,3,1,0,0,1,0,1,0.648152802211611
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.2334757476752953
1,2,0,2,37.0042,2,3,1,0,0,0,1,0.007288263382759488
1,1,0,0,30.0,0,1,1,0,0,0,1,0.32143754712239253
0,1,0,0,49.5042,0,1,1,0,0,0,1,0.8869062578537321
0,1,0,0,47.1,0,1,0,0,1,0,1,0.34656948982156316
0,3,0,0,7.6292,1,1,0,1,0,1,0,0.3672039796007691
0,3,0,0,8.6542,0,1,0,0,1,0,1,0.4093993465694898
0,3,0,0,7.925,0,1,0,0,1,0,1,0.2586076903744659
0,2,0,0,12.525,3,1,0,0,1,0,1,0.6355868308620256
0,2,0,0,13.0,0,1,0,0,1,0,1,0.37170143252073384
0,1,0,0,52.0,0,1,0,0,1,0,1,0.3672039796007691
0,3,0,0,7.225,0,1,1,0,0,0,1,0.3672039796007691
1,1,1,2,151.55,2,4,0,0,1,0,1,0.006282985674792663
1,2,0,0,13.8625,0,1,1,0,0,0,1,0.3672039796007691
0,2,1,0,26.0,3,2,0,0,1,0,1,0.6732847449107816
1,2,0,2,13.0,1,3,0,0,1,1,0,0.22090977632571
0,3,1,0,7.0458,0,2,0,0,1,0,1,0.35913546117114853
0,3,0,0,22.525,0,1,0,0,1,0,1,0.34656948982156316
1,3,1,0,15.5,0,2,0,1,0,1,0,0.3672039796007691
0,3,0,0,7.7375,0,1,0,1,0,0,1,0.3672039796007691
0,1,1,0,55.9,0,2,0,0,1,0,1,0.6230208595124404
1,1,3,2,263.0,1,6,0,0,1,1,0,0.2963056044232219
1,1,0,0,30.5,3,1,1,0,0,0,1,0.39683337521990447
0,1,0,0,52.0,0,1,0,0,1,0,1,0.5853229454636844
1,3,0,0,8.6833,0,1,0,0,1,1,0,0.38426740387031916
0,2,0,0,13.5,0,1,0,0,1,0,1,0.7361146016587082
1,1,1,0,76.7292,0,2,1,0,0,1,0,0.610454888162855
0,3,1,1,15.5,0,3,0,1,0,0,1,0.49736114601658704
0,2,0,0,13.0,1,1,0,0,1,1,0,0.4722292033174164
0,1,0,0,34.0208,0,1,0,0,1,0,1,0.5853229454636844
1,1,1,1,52.5542,0,3,0,0,1,1,0,0.5853229454636844
1,1,1,0,78.2667,0,2,1,0,0,1,0,0.648152802211611
1,3,1,0,7.925,0,2,0,0,1,0,1,0.24604171902488062
0,3,0,0,7.2292,0,1,1,0,0,0,1,0.37170143252073384
1,3,0,0,8.05,0,1,0,0,1,0,1,0.22090977632571
0,3,0,0,9.5,0,1,0,0,1,0,1,0.34656948982156316
1,1,1,0,52.0,0,2,0,0,1,1,0,0.4345312892686604
1,1,0,1,247.5208,0,2,1,0,0,1,0,0.6230208595124404
1,3,0,2,11.1333,0,3,0,0,1,1,0,0.33400351847197784
0,1,0,0,26.55,3,1,0,0,1,0,1,0.7486805730082936
0,3,0,0,7.125,0,1,0,0,1,0,1,0.2711736617240512
0,1,1,0,52.0,0,2,0,0,1,0,1,0.5224930887157577
0,2,0,0,13.0,0,1,0,0,1,0,1,0.4219653179190751
1,1,1,1,93.5,0,3,0,0,1,1,0,0.648152802211611
0,3,0,0,9.2167,0,1,0,0,1,0,1,0.19577783362653933
1,1,1,0,91.0792,0,2,1,0,0,0,1,0.3088715757728072
0,2,0,0,12.35,3,1,0,1,0,0,1,0.7109826589595376
1,1,0,0,76.7292,0,1,1,0,0,0,1,0.33400351847197784
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.4470972606182458
0,3,0,1,14.4542,0,2,1,0,0,1,0,0.5601910027645137
0,2,0,1,33.0,3,2,0,0,1,0,1,0.34656948982156316
1,2,0,0,10.5,1,1,0,0,1,1,0,0.6230208595124404
1,2,0,0,13.0,1,1,0,0,1,1,0,0.2963056044232219
0,3,0,0,7.225,0,1,1,0,0,0,1,0.3088715757728072
1,1,0,0,86.5,4,1,0,0,1,1,0,0.4093993465694898
1,2,0,0,13.0,0,1,0,0,1,0,1,0.3672039796007691
1,1,0,0,134.5,1,1,1,0,0,1,0,0.5099271173661725
0,3,0,0,8.05,0,1,0,0,1,0,1,0.4345312892686604
0,3,0,0,9.0,0,1,0,0,1,0,1,0.2711736617240512
0,3,0,0,7.2292,0,1,1,0,0,0,1,0.3672039796007691
0,2,2,0,73.5,0,3,0,0,1,0,1,0.2586076903744659
1,1,2,0,51.4792,0,3,0,0,1,1,0,0.6607187735611963
1,1,0,1,211.3375,1,2,0,0,1,1,0,0.18321186227695402
1,3,0,1,8.5167,2,2,1,0,0,0,1,0.0
1,1,1,1,52.5542,0,3,0,0,1,0,1,0.4596632319678311
0,3,0,0,7.775,0,1,0,0,1,0,1,0.3672039796007691
0,3,0,0,14.4583,0,1,1,0,0,0,1,0.3672039796007691
0,3,0,0,9.5,0,1,0,0,1,0,1,0.2963056044232219
0,3,4,2,31.275,1,7,0,0,1,1,0,0.0701181201306861
1,1,0,1,57.9792,1,2,1,0,0,1,0,0.19577783362653933
0,3,0,0,8.05,0,1,0,0,1,0,1,0.4219653179190751
0,3,0,0,8.05,0,1,0,0,1,0,1,0.3672039796007691
0,3,0,0,7.8958,1,1,0,0,1,1,0,0.34656948982156316
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.3672039796007691
1,1,1,0,75.25,0,2,1,0,0,1,0,0.7486805730082936
0,3,0,0,7.75,0,1,0,1,0,0,1,0.3672039796007691
0,3,2,2,34.375,1,5,0,0,1,1,0,0.10781603417944208
1,3,0,1,9.35,0,2,0,0,1,1,0,0.22090977632571
0,3,0,2,24.15,1,3,0,0,1,1,0,0.12038200552902739
0,3,0,0,7.725,0,1,0,1,0,0,1,0.3672039796007691
1,3,0,0,12.475,1,1,0,0,1,1,0,0.05755214878110078
0,2,1,0,21.0,0,2,0,0,1,0,1,0.4219653179190751
1,2,0,0,10.5,1,1,0,0,1,1,0,0.6230208595124404
0,2,1,0,21.0,0,2,0,0,1,0,1,0.35913546117114853
1,1,0,0,26.2875,0,1,0,0,1,0,1,0.4345312892686604
1,3,0,0,56.4958,0,1,0,0,1,0,1,0.32143754712239253
0,1,0,0,0.0,0,1,0,0,1,0,1,0.3672039796007691
1,2,0,2,14.5,0,3,0,0,1,1,0,0.2963056044232219
0,3,0,1,14.4542,1,2,1,0,0,1,0,0.22090977632571
0,3,1,0,15.5,0,2,0,1,0,0,1,0.3672039796007691
1,1,0,0,56.9292,1,1,1,0,0,1,0,0.37170143252073384
1,3,0,0,7.75,1,1,0,1,0,1,0,0.3672039796007691
1,2,0,0,13.7917,0,1,1,0,0,1,0,0.2837396330736366
0,2,0,0,13.0,0,1,0,0,1,0,1,0.3088715757728072
1,3,0,0,7.75,1,1,0,0,1,1,0,0.2711736617240512
1,3,1,0,15.85,0,2,0,0,1,1,0,0.2963056044232219
1,1,0,2,26.2833,1,3,0,0,1,1,0,0.2334757476752953
0,1,0,0,28.5,0,1,0,0,1,0,1,0.5664739884393064
1,1,1,0,55.4417,0,2,1,0,0,0,1,0.3088715757728072
0,1,1,0,53.1,0,2,0,0,1,0,1,0.2334757476752953
1,1,1,0,133.65,0,2,0,0,1,1,0,0.3672039796007691
0,2,2,1,11.5,0,4,0,0,1,0,1,0.2837396330736366
0,3,1,0,14.4542,0,2,1,0,0,0,1,0.33400351847197784
0,1,0,0,26.0,0,1,0,0,1,0,1,0.3672039796007691
1,3,0,0,7.2292,1,1,1,0,0,1,0,0.15807991957778336
1,1,1,2,120.0,2,4,0,0,1,0,1,0.1329479768786127
0,3,4,2,31.275,2,7,0,0,1,0,1,0.04498617743151546
0,2,0,0,10.5,0,1,0,0,1,0,1,0.32143754712239253
1,3,1,0,11.2417,2,2,1,0,0,0,1,0.14551394822819805
1,1,0,0,26.3875,0,1,0,0,1,0,1,0.4470972606182458
1,1,0,0,31.0,1,1,1,0,0,1,0,0.37170143252073384
0,3,3,1,21.075,1,5,0,0,1,1,0,0.09525006282985675
0,3,1,1,10.4625,0,3,0,0,1,1,0,0.35913546117114853
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.32143754712239253
0,3,1,1,14.4,0,3,0,0,1,1,0,0.34656948982156316
0,1,1,0,106.425,0,2,1,0,0,0,1,0.6230208595124404
1,2,1,0,26.0,0,2,0,0,1,1,0,0.2963056044232219
1,3,0,1,13.4167,1,2,1,0,0,1,0,0.04498617743151546
1,3,0,0,7.75,1,1,0,1,0,1,0,0.3672039796007691
1,2,0,0,13.0,0,1,0,0,1,1,0,0.34656948982156316
0,3,0,0,6.2375,0,1,0,0,1,0,1,0.7612465443578789
1,1,1,1,83.1583,1,3,1,0,0,1,0,0.4847951746670017
0,3,0,0,7.75,0,1,0,1,0,0,1,0.3672039796007691
1,3,0,0,7.75,0,1,0,1,0,0,1,0.3672039796007691
0,3,0,0,7.775,0,1,0,0,1,0,1,0.35913546117114853
0,3,0,0,7.25,0,1,0,0,1,0,1,0.3672039796007691
1,3,1,0,16.1,0,2,0,0,1,1,0,0.3672039796007691
0,1,1,1,79.65,0,3,0,0,1,0,1,0.648152802211611
0,3,0,0,7.75,0,1,0,0,1,0,1,0.6355868308620256
1,3,4,2,31.3875,1,7,0,0,1,1,0,0.05755214878110078
0,3,0,2,7.75,1,3,0,1,0,1,0,0.3672039796007691
1,1,1,2,120.0,1,4,0,0,1,1,0,0.17064589092736868
0,2,0,0,13.5,0,1,0,0,1,0,1,0.648152802211611
0,2,0,0,13.0,0,1,0,0,1,0,1,0.4470972606182458
1,2,0,0,13.0,1,1,0,0,1,1,0,0.4470972606182458
0,3,0,0,9.5,0,1,0,0,1,0,1,0.4093993465694898
0,3,0,0,7.05,0,1,0,0,1,0,1,0.24604171902488062
0,1,0,0,28.7125,1,1,1,0,0,1,0,0.6230208595124404
0,1,1,0,66.6,0,2,0,0,1,0,1,0.35913546117114853
0,3,0,0,7.775,1,1,0,0,1,1,0,0.3088715757728072
1,1,0,0,26.2875,0,1,0,0,1,0,1,0.4470972606182458
0,3,0,0,8.05,0,1,0,0,1,0,1,0.2711736617240512
1,2,0,0,16.0,0,1,0,0,1,1,0,0.685850716260367
1,3,1,0,7.8542,1,2,0,0,1,1,0,0.2334757476752953
0,3,0,0,7.2292,0,1,1,0,0,0,1,0.2900226187484292
0,3,0,0,7.8542,0,1,0,0,1,0,1,0.2837396330736366
1,1,0,0,30.0,1,1,0,0,1,1,0,0.2334757476752953
1,3,0,0,8.6625,0,1,0,0,1,0,1,0.33400351847197784
0,3,0,0,7.8542,0,1,0,0,1,0,1,0.24604171902488062
0,3,0,0,7.55,1,1,0,0,1,1,0,0.3672039796007691
0,3,0,0,7.7958,0,1,0,0,1,0,1,0.34656948982156316
0,2,0,0,10.5,0,1,0,0,1,0,1,0.8743402865041467
0,3,0,0,8.7125,0,1,1,0,0,0,1,0.3672039796007691
0,3,1,0,7.25,0,2,0,0,1,0,1,0.2711736617240512
0,1,0,0,0.0,0,1,0,0,1,0,1,0.49736114601658704
1,2,2,1,39.0,2,4,0,0,1,0,1,0.007288263382759488
1,1,1,0,59.4,0,2,1,0,0,1,0,0.6732847449107816
1,2,0,0,12.35,1,1,0,1,0,1,0,0.3672039796007691
0,2,0,0,26.0,0,1,0,0,1,0,1,0.33400351847197784
0,3,0,1,10.4625,1,2,0,0,1,1,0,0.01985423473234481
0,1,0,0,50.4958,0,1,0,0,1,0,1,0.38426740387031916
1,2,2,1,39.0,1,4,0,0,1,1,0,0.04498617743151546
1,1,0,0,26.55,0,1,0,0,1,0,1,0.6355868308620256
0,2,0,0,13.0,0,1,0,0,1,0,1,0.37170143252073384
1,1,0,0,146.5208,1,1,1,0,0,1,0,0.723548630309123
0,1,0,0,227.525,0,1,1,0,0,0,1,0.3672039796007691
0,3,1,3,34.375,0,5,0,0,1,1,0,0.5978889168132697
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.3672039796007691
0,3,0,0,8.05,0,1,0,0,1,0,1,0.3672039796007691
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.39683337521990447
0,3,0,0,24.15,0,1,0,0,1,0,1,0.4847951746670017
0,3,0,0,7.25,0,1,0,0,1,0,1,0.3088715757728072
0,3,0,0,7.8958,0,1,1,0,0,0,1,0.3672039796007691
0,3,5,2,46.9,2,8,0,0,1,0,1,0.1329479768786127
0,1,0,0,38.5,0,1,0,0,1,0,1,0.5853229454636844
0,3,3,1,21.075,1,5,0,0,1,1,0,0.032420206081930136
0,1,0,0,31.0,0,1,0,0,1,0,1,0.3672039796007691
1,3,0,0,7.4958,1,1,0,0,1,1,0,0.22090977632571
1,3,0,0,7.75,1,1,0,1,0,1,0,0.3672039796007691
1,3,0,0,7.8792,1,1,0,1,0,1,0,0.3672039796007691
0,1,1,1,110.8833,0,3,1,0,0,0,1,0.610454888162855
1,2,1,3,23.0,0,5,0,0,1,1,0,0.6732847449107816
0,2,0,0,13.0,0,1,0,0,1,0,1,0.4847951746670017
0,2,0,0,0.0,0,1,0,0,1,0,1,0.3672039796007691
0,2,0,0,13.0,3,1,0,0,1,0,1,0.5224930887157577
1,2,1,0,30.0708,0,2,1,0,0,1,0,0.17064589092736868
0,3,0,0,7.2292,0,1,1,0,0,0,1,0.2711736617240512
0,3,0,0,8.6625,1,1,0,0,1,1,0,0.37170143252073384
0,3,0,0,7.8958,0,1,0,0,1,0,1,0.3672039796007691
1,2,0,0,26.0,1,1,0,0,1,1,0,0.2334757476752953
